iter	Passed	Remaining
1688	5989	4649
1689	5991	4644
1690	5994	4640
1691	5997	4636
1692	5999	4631
1693	6002	4627
1694	6004	4623
1695	6007	4618
1696	6009	4614
1697	6012	4610
1698	6015	4605
1699	6017	4601
1700	6019	4597
1701	6022	4592
1702	6024	4588
1703	6027	4584
1704	6029	4579
1705	6031	4575
1706	6034	4570
1707	6037	4566
1708	6039	4562
1709	6042	4558
1710	6045	4554
1711	6047	4550
1712	6050	4545
1713	6052	4541
1714	6054	4536
1715	6058	4533
1716	6061	4529
1717	6063	4524
1718	6065	4520
1719	6068	4515
1720	6070	4511
1721	6073	4507
1722	6075	4503
1723	6078	4498
1724	6080	4494
1725	6082	4489
1726	6084	4485
1727	6087	4480
1728	6089	4476
1729	6092	4472
1730	6095	4468
1731	6097	4464
1732	6100	4460
1733	6102	4455
1734	6105	4451
1735	6109	4448
1736	6111	4443
1737	6114	4439
1738	6116	4435
1739	6119	4431
1740	6121	4426
1741	6124	4422
1742	6126	4418
1743	6129	4414
1744	6132	4410
1745	6134	4406
1746	6137	4401
1747	6140	4398
1748	6142	4393
1749	6145	4389
1750	6147	4385
1751	6150	4380
1752	6152	4376
1753	6155	4372
1754	6158	4368
1755	6160	4364
1756	6162	4359
1757	6165	4355
1758	6167	4351
1759	6169	4346
1760	6171	4342
1761	6173	4337
1762	6175	4333
1763	6177	4328
1764	6179	4323
1765	6181	4319
1766	6183	4314
1767	6185	4310
1768	6187	4305
1769	6189	4301
1770	6192	4297
1771	6195	4293
1772	6196	4288
1773	6199	4284
1774	6201	4280
1775	6204	4275
1776	6207	4272
1777	6209	4267
1778	6211	4263
1779	6213	4259
1780	6216	4255
1781	6219	4250
1782	6221	4246
1783	6224	4242
1784	6227	4238
1785	6236	4239
1786	6239	4235
1787	6241	4230
1788	6244	4226
1789	6246	4222
1790	6248	4218
1791	6251	4214
1792	6253	4209
1793	6256	4205
1794	6258	4201
1795	6260	4196
1796	6263	4192
1797	6265	4188
1798	6267	4184
1799	6271	4180
1800	6273	4176
1801	6275	4172
1802	6277	4167
1803	6280	4163
1804	6282	4159
1805	6284	4154
1806	6287	4151
1807	6290	4147
1808	6292	4142
1809	6295	4138
1810	6297	4134
1811	6299	4130
1812	6302	4126
1813	6305	4122
1814	6307	4118
1815	6310	4114
1816	6312	4109
1817	6314	4105
1818	6317	4101
1819	6320	4097
1820	6322	4093
1821	6325	4089
1822	6327	4085
1823	6329	4080
1824	6331	4076
1825	6334	4072
1826	6337	4068
1827	6339	4064
1828	6341	4060
1829	6343	4055
1830	6346	4051
1831	6348	4047
1832	6350	4043
1833	6353	4039
1834	6355	4035
1835	6357	4030
1836	6360	4026
1837	6362	4022
1838	6364	4018
1839	6367	4014
1840	6369	4009
1841	6371	4005
1842	6373	4001
1843	6376	3997
1844	6377	3992
1845	6380	3988
1846	6382	3984
1847	6384	3980
1848	6386	3975
1849	6389	3971
1850	6391	3967
1851	6393	3963
1852	6396	3959
1853	6398	3955
1854	6401	3951
1855	6403	3947
1856	6406	3943
1857	6408	3938
1858	6410	3934
1859	6413	3930
1860	6415	3926
1861	6417	3922
1862	6420	3918
1863	6422	3914
1864	6424	3909
1865	6427	3905
1866	6429	3901
1867	6431	3897
1868	6433	3893
1869	6436	3889
1870	6438	3885
1871	6440	3880
1872	6442	3876
1873	6445	3872
1874	6447	3868
1875	6450	3864
1876	6452	3860
1877	6455	3856
1878	6457	3852
1879	6459	3848
1880	6461	3844
1881	6464	3840
1882	6467	3836
1883	6470	3832
1884	6472	3828
1885	6475	3824
1886	6478	3821
1887	6481	3817
1888	6485	3814
1889	6488	3810
1890	6491	3807
1891	6494	3803
1892	6497	3799
1893	6501	3796
1894	6503	3792
1895	6506	3788
1896	6508	3784
1897	6510	3780
1898	6513	3776
1899	6515	3772
1900	6518	3768
1901	6521	3764
1902	6523	3760
1903	6525	3756
1904	6528	3752
1905	6530	3748
1906	6532	3744
1907	6534	3740
1908	6537	3736
1909	6539	3732
1910	6541	3727
1911	6543	3723
1912	6545	3719
1913	6548	3715
1914	6550	3711
1915	6553	3707
1916	6555	3703
1917	6557	3699
1918	6560	3695
1919	6561	3691
1920	6564	3687
1921	6566	3683
1922	6569	3679
1923	6571	3675
1924	6573	3671
1925	6576	3667
1926	6578	3663
1927	6581	3659
1928	6583	3655
1929	6585	3651
1930	6587	3647
1931	6590	3643
1932	6592	3638
1933	6594	3634
1934	6596	3630
1935	6599	3626
1936	6600	3622
1937	6603	3618
1938	6605	3614
1939	6607	3610
1940	6610	3606
1941	6613	3602
1942	6615	3599
1943	6618	3595
1944	6620	3591
1945	6623	3587
1946	6625	3583
1947	6627	3579
1948	6630	3575
1949	6632	3571
1950	6634	3567
1951	6636	3563
1952	6639	3559
1953	6641	3555
1954	6643	3551
1955	6645	3547
1956	6648	3543
1957	6650	3539
1958	6652	3535
1959	6655	3531
1960	6657	3527
1961	6659	3523
1962	6662	3519
1963	6664	3515
1964	6667	3511
1965	6669	3507
1966	6671	3503
1967	6673	3499
1968	6675	3495
1969	6678	3491
1970	6680	3487
1971	6682	3483
1972	6684	3479
1973	6687	3475
1974	6689	3471
1975	6691	3467
1976	6693	3463
1977	6696	3459
1978	6698	3455
1979	6700	3451
1980	6702	3447
1981	6705	3443
1982	6707	3439
1983	6709	3435
1984	6712	3432
1985	6714	3428
1986	6716	3424
1987	6718	3420
1988	6720	3416
1989	6723	3412
1990	6725	3408
1991	6727	3404
1992	6729	3400
1993	6732	3396
1994	6734	3392
1995	6736	3388
1996	6738	3384
1997	6741	3380
1998	6743	3376
1999	6745	3372
2000	6747	3368
2001	6750	3364
2002	6752	3361
2003	6754	3357
2004	6757	3353
2005	6759	3349
2006	6761	3345
2007	6763	3341
2008	6766	3337
2009	6768	3333
2010	6771	3329
2011	6773	3326
2012	6775	3322
2013	6777	3318
2014	6780	3314
2015	6782	3310
2016	6785	3306
2017	6787	3302
2018	6789	3298
2019	6791	3295
2020	6794	3291
2021	6796	3287
2022	6798	3283
2023	6800	3279
2024	6802	3275
2025	6805	3271
2026	6807	3267
2027	6809	3263
2028	6812	3260
2029	6815	3256
2030	6817	3252
2031	6819	3248
2032	6821	3244
2033	6823	3240
2034	6826	3237
2035	6828	3233
2036	6831	3229
2037	6833	3225
2038	6836	3221
2039	6838	3217
2040	6840	3214
2041	6842	3210
2042	6845	3206
2043	6847	3202
2044	6849	3198
2045	6852	3195
2046	6854	3191
2047	6856	3187
2048	6859	3183
2049	6861	3179
2050	6863	3175
2051	6865	3171
2052	6867	3167
2053	6869	3164
2054	6872	3160
2055	6875	3156
2056	6877	3152
2057	6879	3148
2058	6882	3145
2059	6884	3141
2060	6886	3137
2061	6888	3133
2062	6890	3129
2063	6892	3125
2064	6894	3121
2065	6897	3118
2066	6899	3114
2067	6901	3110
2068	6903	3106
2069	6906	3102
2070	6908	3099
2071	6910	3095
2072	6913	3091
2073	6915	3087
2074	6917	3083
2075	6919	3079
2076	6921	3075
2077	6923	3071
2078	6925	3068
2079	6927	3064
2080	6930	3060
2081	6932	3056
2082	6935	3053
2083	6937	3049
2084	6940	3045
2085	6942	3042
2086	6945	3038
2087	6947	3034
2088	6949	3030
2089	6952	3027
2090	6954	3023
2091	6957	3019
2092	6960	3016
2093	6963	3012
2094	6965	3009
2095	6968	3005
2096	6970	3001
2097	6973	2998
2098	6976	2994
2099	6978	2990
2100	6980	2987
2101	6988	2985
2102	6990	2981
2103	6992	2977
2104	6995	2974
2105	6997	2970
2106	6999	2966
2107	7002	2963
2108	7004	2959
2109	7007	2955
2110	7010	2952
2111	7012	2948
2112	7015	2945
2113	7018	2941
2114	7020	2937
2115	7024	2934
2116	7026	2930
2117	7029	2927
2118	7031	2923
2119	7033	2919
2120	7036	2916
2121	7039	2912
2122	7042	2909
2123	7045	2905
2124	7047	2901
2125	7050	2898
2126	7052	2894
2127	7054	2890
2128	7057	2887
2129	7060	2883
2130	7063	2880
2131	7065	2876
2132	7068	2873
2133	7071	2869
2134	7074	2866
2135	7076	2862
2136	7079	2858
2137	7081	2855
2138	7084	2851
2139	7086	2847
2140	7089	2844
2141	7091	2840
2142	7093	2836
2143	7096	2833
2144	7099	2829
2145	7101	2826
2146	7104	2822
2147	7107	2819
2148	7109	2815
2149	7111	2811
2150	7113	2807
2151	7115	2803
2152	7117	2800
2153	7120	2796
2154	7123	2793
2155	7125	2789
2156	7128	2785
2157	7130	2782
2158	7132	2778
2159	7135	2774
2160	7139	2771
2161	7142	2768
2162	7144	2764
2163	7146	2760
2164	7148	2757
2165	7151	2753
2166	7154	2750
2167	7156	2746
2168	7158	2742
2169	7160	2738
2170	7163	2735
2171	7165	2731
2172	7167	2727
2173	7170	2724
2174	7172	2720
2175	7175	2717
2176	7177	2713
2177	7180	2710
2178	7182	2706
2179	7185	2702
2180	7188	2699
2181	7190	2695
2182	7192	2691
2183	7195	2688
2184	7197	2684
2185	7199	2681
2186	7202	2677
2187	7205	2674
2188	7208	2670
2189	7210	2666
2190	7212	2663
2191	7215	2659
2192	7218	2656
2193	7221	2652
2194	7223	2649
2195	7226	2645
2196	7229	2642
2197	7231	2638
2198	7234	2635
2199	7236	2631
2200	7238	2627
2201	7241	2624
2202	7243	2620
2203	7245	2616
2204	7247	2612
2205	7249	2609
2206	7252	2605
2207	7255	2602
2208	7258	2599
2209	7261	2595
2210	7264	2592
2211	7266	2588
2212	7269	2585
2213	7271	2581
2214	7274	2578
2215	7277	2574
2216	7279	2571
2217	7282	2567
2218	7285	2564
2219	7288	2560
2220	7290	2557
2221	7293	2553
2222	7296	2550
2223	7299	2546
2224	7301	2543
2225	7304	2539
2226	7306	2536
2227	7309	2532
2228	7311	2528
2229	7314	2525
2230	7316	2521
2231	7318	2518
2232	7320	2514
2233	7322	2510
2234	7324	2507
2235	7326	2503
2236	7328	2499
2237	7330	2495
2238	7333	2492
2239	7335	2488
2240	7338	2485
2241	7341	2481
2242	7343	2478
2243	7346	2475
2244	7349	2471
2245	7352	2468
2246	7355	2464
2247	7358	2461
2248	7360	2457
2249	7363	2454
2250	7365	2450
2251	7368	2447
2252	7371	2443
2253	7373	2440
2254	7376	2437
2255	7379	2433
2256	7382	2430
2257	7384	2426
2258	7387	2423
2259	7389	2419
2260	7392	2416
2261	7395	2412
2262	7398	2409
2263	7401	2405
2264	7403	2402
2265	7405	2398
2266	7408	2395
2267	7410	2391
2268	7413	2388
2269	7417	2385
2270	7420	2381
2271	7422	2378
2272	7425	2374
2273	7427	2371
2274	7429	2367
2275	7432	2364
2276	7435	2360
2277	7437	2357
2278	7439	2353
2279	7442	2350
2280	7445	2346
2281	7448	2343
2282	7450	2340
2283	7453	2336
2284	7455	2332
2285	7458	2329
2286	7460	2325
2287	7463	2322
2288	7466	2319
2289	7469	2315
2290	7472	2312
2291	7474	2308
2292	7477	2305
2293	7479	2301
2294	7482	2298
2295	7485	2295
2296	7488	2291
2297	7490	2288
2298	7493	2284
2299	7495	2281
2300	7498	2277
2301	7500	2274
2302	7503	2271
2303	7506	2267
2304	7508	2264
2305	7511	2260
2306	7514	2257
2307	7517	2253
2308	7521	2251
2309	7525	2247
2310	7529	2244
2311	7532	2241
2312	7535	2238
2313	7537	2234
2314	7540	2231
2315	7542	2227
2316	7545	2224
2317	7547	2220
2318	7550	2217
2319	7553	2213
2320	7556	2210
2321	7559	2207
2322	7562	2203
2323	7565	2200
2324	7567	2197
2325	7570	2193
2326	7572	2190
2327	7575	2186
2328	7578	2183
2329	7581	2179
2330	7583	2176
2331	7586	2173
2332	7589	2169
2333	7592	2166
2334	7594	2162
2335	7597	2159
2336	7599	2156
2337	7602	2152
2338	7605	2149
2339	7608	2145
2340	7611	2142
2341	7614	2139
2342	7617	2135
2343	7619	2132
2344	7622	2129
2345	7625	2125
2346	7629	2122
2347	7631	2119
2348	7634	2115
2349	7637	2112
2350	7640	2109
2351	7643	2105
2352	7646	2102
2353	7648	2099
2354	7651	2095
2355	7653	2092
2356	7655	2088
2357	7658	2085
2358	7662	2081
2359	7664	2078
2360	7667	2075
2361	7670	2071
2362	7672	2068
2363	7675	2064
2364	7677	2061
2365	7680	2058
2366	7682	2054
2367	7685	2051
2368	7688	2047
2369	7690	2044
2370	7693	2041
2371	7696	2037
2372	7698	2034
2373	7701	2030
2374	7703	2027
2375	7706	2023
2376	7709	2020
2377	7712	2017
2378	7714	2013
2379	7716	2010
2380	7719	2006
2381	7722	2003
2382	7724	1999
2383	7726	1996
2384	7728	1992
2385	7730	1989
2386	7733	1985
2387	7735	1982
2388	7737	1978
2389	7739	1975
2390	7741	1971
2391	7743	1968
2392	7745	1964
2393	7747	1961
2394	7748	1957
2395	7750	1953
2396	7752	1950
2397	7753	1946
2398	7755	1943
2399	7757	1939
2400	7760	1936
2401	7762	1932
2402	7765	1929
2403	7767	1925
2404	7768	1922
2405	7770	1918
2406	7773	1915
2407	7775	1911
2408	7778	1908
2409	7780	1904
2410	7782	1901
2411	7785	1897
2412	7787	1894
2413	7789	1890
2414	7792	1887
2415	7794	1884
2416	7796	1880
2417	7799	1877
2418	7800	1873
2419	7802	1870
2420	7804	1866
2421	7807	1863
2422	7809	1859
2423	7811	1856
2424	7813	1852
2425	7816	1849
2426	7818	1845
2427	7820	1842
2428	7822	1838
2429	7825	1835
2430	7827	1832
2431	7829	1828
2432	7831	1825
2433	7833	1821
2434	7835	1818
2435	7837	1814
2436	7840	1811
2437	7843	1808
2438	7845	1804
2439	7848	1801
2440	7850	1797
2441	7852	1794
2442	7855	1791
2443	7858	1787
2444	7860	1784
2445	7862	1780
2446	7864	1777
2447	7866	1773
2448	7868	1770
2449	7870	1766
2450	7873	1763
2451	7876	1760
2452	7878	1756
2453	7880	1753
2454	7882	1749
2455	7885	1746
2456	7887	1743
2457	7889	1739
2458	7891	1736
2459	7893	1732
2460	7895	1729
2461	7897	1725
2462	7899	1722
2463	7902	1719
2464	7905	1715
2465	7907	1712
2466	7909	1708
2467	7911	1705
2468	7913	1702
2469	7915	1698
2470	7918	1695
2471	7920	1691
2472	7923	1688
2473	7925	1685
2474	7927	1681
2475	7929	1678
2476	7931	1674
2477	7933	1671
2478	7935	1667
2479	7938	1664
2480	7941	1661
2481	7942	1657
2482	7944	1654
2483	7946	1650
2484	7949	1647
2485	7951	1644
2486	7953	1640
2487	7956	1637
2488	7958	1633
2489	7960	1630
2490	7962	1627
2491	7964	1623
2492	7966	1620
2493	7968	1616
2494	7971	1613
2495	7973	1610
2496	7976	1606
2497	7978	1603
2498	7980	1599
2499	7982	1596
2500	7984	1593
2501	7990	1590
2502	7992	1587
2503	7994	1583
2504	7996	1580
2505	7998	1576
2506	8000	1573
2507	8002	1569
2508	8004	1566
2509	8006	1563
2510	8008	1559
2511	8010	1556
2512	8013	1552
2513	8015	1549
2514	8017	1546
2515	8019	1542
2516	8022	1539
2517	8024	1536
2518	8026	1532
2519	8029	1529
2520	8031	1525
2521	8033	1522
2522	8035	1519
2523	8037	1515
2524	8039	1512
2525	8041	1509
2526	8043	1505
2527	8046	1502
2528	8048	1498
2529	8050	1495
2530	8052	1492
2531	8055	1488
2532	8057	1485
2533	8059	1482
2534	8061	1478
2535	8063	1475
2536	8065	1471
2537	8067	1468
2538	8070	1465
2539	8072	1461
2540	8074	1458
2541	8076	1455
2542	8078	1451
2543	8080	1448
2544	8082	1445
2545	8086	1441
2546	8089	1438
2547	8091	1435
2548	8093	1431
2549	8095	1428
2550	8097	1425
2551	8099	1421
2552	8101	1418
2553	8103	1415
2554	8105	1411
2555	8108	1408
2556	8110	1405
2557	8112	1401
2558	8114	1398
2559	8116	1395
2560	8119	1391
2561	8121	1388
2562	8124	1385
2563	8126	1381
2564	8128	1378
2565	8130	1375
2566	8133	1371
2567	8135	1368
2568	8137	1365
2569	8139	1361
2570	8141	1358
2571	8143	1355
2572	8145	1351
2573	8148	1348
2574	8150	1345
2575	8153	1342
2576	8155	1338
2577	8158	1335
2578	8160	1332
2579	8162	1328
2580	8165	1325
2581	8168	1322
2582	8170	1319
2583	8172	1315
2584	8175	1312
2585	8177	1309
2586	8179	1305
2587	8181	1302
2588	8183	1299
2589	8185	1295
2590	8186	1292
2591	8188	1288
2592	8190	1285
2593	8192	1282
2594	8194	1278
2595	8195	1275
2596	8197	1272
2597	8200	1268
2598	8202	1265
2599	8203	1262
2600	8206	1258
2601	8207	1255
2602	8209	1252
2603	8211	1248
2604	8213	1245
2605	8214	1242
2606	8216	1238
2607	8218	1235
2608	8219	1231
2609	8222	1228
2610	8223	1225
2611	8225	1221
2612	8227	1218
2613	8229	1215
2614	8230	1211
2615	8232	1208
2616	8234	1205
2617	8236	1201
2618	8238	1198
2619	8239	1195
2620	8241	1191
2621	8243	1188
2622	8245	1185
2623	8247	1181
2624	8249	1178
2625	8251	1175
2626	8252	1171
2627	8254	1168
2628	8256	1165
2629	8258	1161
2630	8259	1158
2631	8261	1155
2632	8263	1151
2633	8265	1148
2634	8266	1145
2635	8268	1141
2636	8270	1138
2637	8272	1135
2638	8274	1131
2639	8276	1128
2640	8277	1125
2641	8279	1121
2642	8282	1118
2643	8284	1115
2644	8285	1112
2645	8287	1108
2646	8289	1105
2647	8290	1102
2648	8292	1098
2649	8294	1095
2650	8296	1092
2651	8298	1088
2652	8300	1085
2653	8301	1082
2654	8303	1079
2655	8305	1075
2656	8307	1072
2657	8308	1069
2658	8310	1065
2659	8312	1062
2660	8314	1059
2661	8316	1056
2662	8318	1052
2663	8320	1049
2664	8322	1046
2665	8323	1042
2666	8325	1039
2667	8327	1036
2668	8328	1032
2669	8330	1029
2670	8332	1026
2671	8334	1023
2672	8336	1019
2673	8337	1016
2674	8339	1013
2675	8341	1009
2676	8343	1006
2677	8345	1003
2678	8347	1000
2679	8349	996
2680	8351	993
2681	8352	990
2682	8354	987
2683	8356	983
2684	8358	980
2685	8359	977
2686	8361	974
2687	8363	970
2688	8365	967
2689	8366	964
2690	8368	960
2691	8370	957
2692	8372	954
2693	8373	951
2694	8375	947
2695	8377	944
2696	8379	941
2697	8380	938
2698	8382	934
2699	8384	931
2700	8386	928
2701	8387	925
2702	8389	921
2703	8390	918
2704	8392	915
2705	8394	912
2706	8396	908
2707	8397	905
2708	8399	902
2709	8400	898
2710	8402	895
2711	8403	892
2712	8404	889
2713	8405	885
2714	8407	882
2715	8408	879
2716	8409	875
2717	8410	872
2718	8412	869
2719	8413	866
2720	8414	862
2721	8415	859
2722	8417	856
2723	8418	852
2724	8419	849
2725	8420	846
2726	8422	843
2727	8423	839
2728	8424	836
2729	8426	833
2730	8427	830
2731	8428	826
2732	8430	823
2733	8431	820
2734	8432	817
2735	8433	813
2736	8434	810
2737	8435	807
2738	8437	803
2739	8438	800
2740	8439	797
2741	8440	794
2742	8441	790
2743	8443	787
2744	8444	784
2745	8445	781
2746	8447	777
2747	8448	774
2748	8450	771
2749	8451	768
2750	8452	765
2751	8453	761
2752	8454	758
2753	8455	755
2754	8457	752
2755	8458	748
2756	8459	745
2757	8460	742
2758	8462	739
2759	8463	735
2760	8464	732
2761	8465	729
2762	8466	726
2763	8467	723
2764	8468	719
2765	8470	716
2766	8472	713
2767	8473	710
2768	8475	707
2769	8476	703
2770	8477	700
2771	8478	697
2772	8479	694
2773	8480	690
2774	8481	687
2775	8483	684
2776	8484	681
2777	8485	678
2778	8486	674
2779	8487	671
2780	8488	668
2781	8489	665
2782	8491	662
2783	8492	658
2784	8493	655
2785	8494	652
2786	8495	649
2787	8496	646
2788	8497	642
2789	8498	639
2790	8499	636
2791	8500	633
2792	8501	630
2793	8503	626
2794	8504	623
2795	8505	620
2796	8506	617
2797	8507	614
2798	8509	611
2799	8510	607
2800	8511	604
2801	8512	601
2802	8513	598
2803	8514	595
2804	8515	592
2805	8516	588
2806	8518	585
2807	8519	582
2808	8520	579
2809	8521	576
2810	8523	573
2811	8524	569
2812	8525	566
2813	8527	563
2814	8528	560
2815	8530	557
2816	8531	554
2817	8532	551
2818	8534	547
2819	8535	544
2820	8536	541
2821	8538	538
2822	8539	535
2823	8540	532
2824	8542	529
2825	8543	526
2826	8545	522
2827	8546	519
2828	8547	516
2829	8549	513
2830	8550	510
2831	8552	507
2832	8553	504
2833	8556	501
2834	8558	498
2835	8559	494
2836	8560	491
2837	8562	488
2838	8563	485
2839	8564	482
2840	8566	479
2841	8567	476
2842	8568	473
2843	8569	470
2844	8571	466
2845	8572	463
2846	8573	460
2847	8574	457
2848	8575	454
2849	8576	451
2850	8577	448
2851	8578	445
2852	8579	442
2853	8580	438
2854	8582	435
2855	8583	432
2856	8584	429
2857	8585	426
2858	8586	423
2859	8587	420
2860	8588	417
2861	8589	414
2862	8590	411
2863	8591	407
2864	8592	404
2865	8594	401
2866	8595	398
2867	8596	395
2868	8597	392
2869	8598	389
2870	8599	386
2871	8600	383
2872	8602	380
2873	8603	377
2874	8604	374
2875	8605	371
2876	8606	367
2877	8608	364
2878	8609	361
2879	8610	358
2880	8611	355
2881	8612	352
2882	8613	349
2883	8614	346
2884	8615	343
2885	8616	340
2886	8617	337
2887	8619	334
2888	8620	331
2889	8621	328
2890	8622	325
2891	8623	322
2892	8624	318
2893	8626	315
2894	8627	312
2895	8628	309
2896	8629	306
2897	8630	303
2898	8631	300
2899	8632	297
2900	8633	294
2901	8635	291
2902	8636	288
2903	8637	285
2904	8638	282
2905	8639	279
2906	8640	276
2907	8641	273
2908	8642	270
2909	8643	267
2910	8645	264
2911	8646	261
2912	8647	258
2913	8648	255
2914	8649	252
2915	8650	249
2916	8651	246
2917	8653	243
2918	8654	240
2919	8655	237
2920	8656	234
2921	8657	231
2922	8658	228
2923	8659	225
2924	8660	222
2925	8661	219
2926	8662	216
2927	8663	213
2928	8665	210
2929	8666	207
2930	8667	204
2931	8668	201
2932	8669	198
2933	8670	195
2934	8671	192
2935	8673	189
2936	8674	186
2937	8675	183
2938	8676	180
2939	8677	177
2940	8678	174
2941	8679	171
2942	8680	168
2943	8681	165
2944	8682	162
2945	8684	159
2946	8685	156
2947	8686	153
2948	8687	150
2949	8688	147
2950	8689	144
2951	8690	141
2952	8691	138
2953	8692	135
2954	8693	132
2955	8694	129
2956	8695	126
2957	8696	123
2958	8698	120
2959	8699	117
2960	8700	114
2961	8701	111
2962	8702	108
2963	8703	105
2964	8704	102
2965	8705	99
2966	8706	96
2967	8708	93
2968	8709	90
2969	8710	87
2970	8711	85
2971	8712	82
2972	8713	79
2973	8715	76
2974	8716	73
2975	8717	70
2976	8718	67
2977	8719	64
2978	8720	61
2979	8721	58
2980	8723	55
2981	8724	52
2982	8725	49
2983	8726	46
2984	8727	43
2985	8728	40
2986	8729	37
2987	8731	35
2988	8732	32
2989	8733	29
2990	8734	26
2991	8735	23
2992	8736	20
2993	8737	17
2994	8738	14
2995	8739	11
2996	8740	8
2997	8742	5
2998	8743	2
2999	8744	0
995	8517	11
2996	8518	8
2997	8520	5
2998	8522	2
2999	8524	0
