iter	RMSE
343	0.1330933428
344	0.1329272861
345	0.1327620588
346	0.1326040481
347	0.1324502246
348	0.1322923119
349	0.1321380945
350	0.1320294962
351	0.1318459618
352	0.1316810063
353	0.1315417622
354	0.1313998712
355	0.1312467631
356	0.1311304801
357	0.1310017603
358	0.1308546914
359	0.1307056791
360	0.1305858789
361	0.1304393643
362	0.130326838
363	0.1302152733
364	0.1300649552
365	0.1298889232
366	0.1297674123
367	0.1296366234
368	0.1294954422
369	0.129361056
370	0.1292152565
371	0.1290310138
372	0.1288843588
373	0.1287335011
374	0.1286146684
375	0.1284718984
376	0.1283319673
377	0.1282016837
378	0.1280519931
379	0.1279430755
380	0.1277889322
381	0.1276558694
382	0.1275632948
383	0.1274128546
384	0.1272714291
385	0.1271541269
386	0.1270061057
387	0.1268850144
388	0.1267590403
389	0.1266373504
390	0.12651931
391	0.1264170037
392	0.1262899031
393	0.1261958727
394	0.1260801903
395	0.125969234
396	0.125841559
397	0.1257303467
398	0.125637443
399	0.12399	0.12400	0.1254104039
401	0.1252897212
402	0.1251959373
403	0.1250963609
404	0.1249763908
405	0.1248861211
406	0.1247786592
407	0.1246953196
408	0.1245805583
409	0.1244777837
410	0.1243486094
411	0.1242452272
412	0.1241319553
413	0.1239980113
414	0.1238920417
415	0.1237591483
416	0.1236577151
417	0.1235429555
418	0.1234315474
419	0.1233417628
420	0.1232571446
421	0.1231231118
422	0.1230503201
423	0.1229748305
424	0424	0.120165425	0425	0.120082426	0426	0.120016427	0.1226196146
428	0.1225047676
429	0429	0.119732430	0430	0.1196163389
431	0.119522432	0432	0.119438433	0.1219824662
434	0.1218976794
435	0.1218015981
436	0.1217093591
437	0.121600629
438	0.1214998404
439	0.1213948881
440	0.1212874846
441	0.1212255684
442	0.1211365577
443	0.1210467887
444	0.1209542363
445	0.1208656943
446	0.1207757115
447	0.1206938653
448	0.1206034456
449	0.1204940436
450	0.1203871068
451	0.1202933831
452	0.1202215311
453	0.1201164234
454	0.1200214265
455	0.1199167683
456	0.1198188292
457	0.1197507798
458	0.1196589891
459	0.1195807786
460	0.1195020819
461	0.1194196868
462	0.1193426689
463	0.1192690986
464	0.1191806706
465	0.1190715225
466	0.1189981693
467	0.1189030168
468	0.1187929438
469	0.1186907392
470	0.1185746042
471	0.1185027496
472	0.118401633
473	0.1183188963
474	0.1182175576
475	0.1181259471
476	0.1180902844
477	0.1180039147
478	0.1179300367
479	0.1178473437
480	0.1177720003
481	0.1176808875
482	0.1176188108
483	0.1175426619
484	0.1174743323
485	0.1174012814
486	0.1172994128
487	0.1171909438
488	0.117104923
489	0.1170095743
490	0.1169339415
491	0.1168500546
492	0.1167661019
493	0.1166582969
494	0.1166087875
495	0.1165202816
496	0.116447344
497	0.1163805985
498	0.1162947926
499	0.1162054437
500	0.1161449602
501	0.1160679232
502	0.1159884737
503	0.1159055438
504	0.1158581364
505	0.1158037665
506	0.1157325697
507	0.1156269837
508	0.1155482466
509	0.1154755968
510	0.1154052525
511	0.1153410718
512	0.1152544079
513	0.1151873535
514	0.115090563
515	0.1150030503
516	0.1149073313
517	0.1148678095
518	0.1147957336
519	0.1147406981
520	0.1146800579
521	0.1146204122
522	0.1145769002
523	0.114516556
524	0.1144530759
525	0.114364352
526	0.1143117006
527	0.1142433822
528	0.1141825088
529	0.1141153961
530	0.1140490555
531	0.1139784409
532	0.1139003221
533	0.1138446022
534	0.1137783362
535	0.1137080215
536	0.113644415
537	0.1135918651
538	0.1135215646
539	0.1134721613
540	0.1134066709
541	0.1133373606
542	0.113259171
543	0.1131979877
544	0.1131366266
545	0.1130733811
546	0.1130216029
547	0.1129628259
548	0.1129041096
549	0.112852344550	0.1097416254
551	0.1096845263
552	0.109637643
553	0.1095656015
554	0.1095127031
555	0.1094367247
556	0.1093714555
557	0.1093130221
558	0.1092346623
559	0.1091649122
560	0.1091070306
561	0.1090475843
562	0.1089729087
563	0.1089269643
564	0.1088538929
565	0.1088041214
566	0.1087462231
567	0.1086924743
568	0.1086269165
569	0.1085849834
570	0.1084929148
571	0.1084392048
572	0.1083804398
573	0.108297519
574	0.1082133797
575	0.1081387677
576	0.1080605955
577	0.1080241685
578	0.1079628191
579	0.1079274005
580	0.1078769157
581	0.1078102653
582	0.107757754
583	0.1077047782
584	0.107646097
585	0.1076216987
586	0.1075588855
587	0.1075105199
588	0.1074577946
589	0.1074164895
590	0.1073506845
591	0.107293284
592	0.1072197369
593	0.1071742675
594	0.107124605
595	0.1070622359
596	0.1070092969
597	0.1069604217
598	0.1069171044
599	0.1068714062
600	0.1068225813
601	0.106765349
602	0.1066865511
603	0.1066655481
604	0.1066360789
605	0.1065972019
606	0.1065357232
607	0.1064700643
608	0.106408513
609	0.1063533291
610	0.1062955502
611	0.1062436042
612	0.1061831561
613	0.1061257791
614	0.1060808153
615	0.1059915032
616	0.105930946
617	0.105895631
618	0.1058580297
619	0.1058104383
620	0.1057572401
621	0.1057048874
622	0.1056512173
623	0.1055939714
624	0.1055518084
625	0.1054956733
626	0.1054397745
627	0.1053960382
628	0.1053413275
629	0.1052976081
630	0.1052660469
631	0.1051971352
632	0.1051779302
633	0.1051041223
634	0.1050899848
635	0.1050340011
636	0.1049687418
637	0.1049501822
638	0.1048880052
639	0.1048513394
640	0.1047973389
641	0.1047547028
642	0.104705585
643	0.1046438361
644	0.1045842162
645	0.1045584899
646	0.1044960461
647	0.1044444867
648	0.1044005827
649	0.1043820877
650	0.10435567
651	0.1043082742
652	0.1042338425
653	0.1041799224
654	0.1041267439
655	0.1040683859
656	0.1040144243
657	0.1039771876
658	0.1039469555
659	0.1038962605
660	0.1038483904
661	0.1037955525
662	0.1037496694
663	0.1036963451
664	0.1036487245
665	0.1036107397
666	0.1035456737
667	0.103510516
668	0.1034659305
669	0.1034431944
670	0.1033932915
671	0.1033665345
672	0.1033138058
673	0.1032582234
674	0.1032094333
675	0.1031953399
676	0.1031445195
677	0.1031037926
678	0.1030574406
679	0.1030151928
680	0.1030025446
681	0.1029822889
682	0.1029272293
683	0.1028725062
684	0.1028428114
685	0.1027962638
686	0.1027562635
687	0.1027122078
688	0.1026679238
689	0.102624062
690	0.1025807082
691	0.1025415902
692	0.1024873034
693	0.1024142418
694	0.1023686312
695	0.1023509254
696	0.1023101154
697	0.1022666028
698	0.10222204
699	0.102174809
700	0.1021225301
701	0.1020966307
702	0.1020578024
703	0.1020157111
704	0.1019660794
705	0.1019404456
706	0.101882646
707	0.1018391104
708	0.1017858287
709	0.1017642775
710	0.1017145201
711	0.1016691008
712	0.1016271279
713	0.1015813058
714	0.1015670346
715	0.1015250578
716	0.1014812739
717	0.1014582012
718	0.10143489
719	0.1014015346
720	0.1013712402
721	0.1013257593
722	0.1012746562
723	0.1012196987
724	0.1011648775
725	0.1011352504
726	0.1010956795
727	0.1010330193
728	0.1010029213
729	0.1009814677
730	0.1009392007
731	0.1009210218
732	0.1008540769
733	0.1008005157
734	0.100760388
735	0.1007336984
736	0.1006967986
737	0.1006502617
738	0.1006296777
739	0.1005877554
740	0.1005331934
741	0.100502436
742	0.1004869039
743	0.1004440024
744	0.1004322809
745	0.1003957542
746	0.1003681405
747	0.10033421
748	0.1002990982
749	0.1002442322
750	0.1001985505
751	0.1001653759
752	0.1001540367
753	0.1000966746
754	0.1000456638
755	0.1000289056
756	0.09998972141
757	0.09996732814
758	0.09990598243
759	0.09987681461
760	0.09985235938
761	0.09982119417
762	0.09980125423
763	0.09975528631
764	0.09969014401
765	0.09963982701
766	0.09960457845
767	0.09957903955
768	0.09955015507
769	0.09953244552
770	0.0994846507
771	0.09943997333
772	0.09941335706
773	0.09936720407
774	0.09932451104
775	0.09928870481
776	0.09925379254
777	0.09921537004
778	0.09916862209
779	0.09914978837
780	0.09914295811
781	0.09909787996
782	0.09907690208
783	0.09905571186
784	0.09901637201
785	0.09898438213
786	0.09894507405
787	0.0989123477
788	0.09889405243
789	0.09884783081
790	0.09883503222
791	0.09879067238
792	0.09874847135
793	0.09870642747
794	0.0986501974
795	0.09863409261
796	0.09861357558
797	0.09859010742
798	0.09857140524
799	0.09853780241
800	0.09849625689
801	0.09845813455
802	0.09844229906
803	0.09842408644
804	0.09837853977
805	0.09834086458
806	0.09830712765
807	0.09829355845
808	0.09827577467
809	0.09824655793
810	0.09819704445
811	0.09815684277
812	0.09812823856
813	0.09808470297
814	0.09807151287
815	0.09801911209
816	0.09798608655
817	0.09793787831
818	0.09789920513
819	0.09788881233
820	0.09787928699
821	0.0978610502
822	0.09780597599
823	0.09775534697
824	0.09771539843
825	0.09768324209
826	0.09765897954
827	0.09764735657
828	0.09761975772
829	0.09760085461
830	0.09759330968
831	0.09754820613
832	0.09751133881
833	0.09749181986
834	0.09746470963
835	0.09742185562
836	0.09740806071
837	0.09739532657
838	0.09737289719
839	0.09733842982
840	0.09731462539
841	0.09727213425
842	0.09725923518
843	0.09720727579
844	0.09718580217
845	0.09712857696
846	0.09710380944
847	0.09704813166
848	0.09703912399
849	0.09702618078
850	0.09698855338
851	0.09696591681
852	0.09695202159
853	0.09690725698
854	0.09689413524
855	0.09688203938
856	0.09683152232
857	0.0968226578
858	0.09676937858
859	0.09675541749
860	0.09672635327
861	0.0966837655
862	0.09665801129
863	0.09661243562
864	0.096577955
865	0.09656969794
866	0.09655988242
867	0.09653236236
868	0.09652175757
869	0.09648567644
870	0.0964759877
871	0.09642816716
872	0.09637550422
873	0.09636464859
874	0.0963184094
875	0.09628290953
876	0.09627052429
877	0.09625395319
878	0.09620730482
879	0.09617151302
880	0.09612862779
881	0.09610812133
882	0.09608969935
883	0.09606774993
884	0.09605574944
885	0.09604559167
886	0.09600408162
887	0.09599472833
888	0.0959767726
889	0.0959663838
890	0.09595041259
891	0.09591295106
892	0.09587226575
893	0.09586211809
894	0.0958386332
895	0.09579097781
896	0.09577504388
897	0.09576355697
898	0.09572083268
899	0.09567938187
900	0.0956378803
901	0.09562262711
902	0.09558115313
903	0.09555121986
904	0.09554029818
905	0.09549182598
906	0.09548249847
907	0.09547289092
908	0.09546213686
909	0.0954205655
910	0.09541095833
911	0.0953795588
912	0.09537066594
913	0.09536122825
914	0.09535142777
915	0.09534266767
916	0.0952881694
917	0.09525007786
918	0.09521956319
919	0.09517920395
920	0.0951699555
921	0.0951569762
922	0.09509786748
923	0.09508925619
924	0.09508120667
925	0.09504375154
926	0.09500332595
927	0.0949630986
928	0.09495305325
929	0.09492896132
930	0.09488853358
931	0.09484924239
932	0.09484078709
933	0.09483185614
934	0.09479126494
935	0.09478017152
936	0.09477310189
937	0.09476307184
938	0.09472782882
939	0.09469427387
940	0.09468700896
941	0.09464787968
942	0.09464147682
943	0.0946311935
944	0.09458810663
945	0.09458097244
946	0.09453572215
947	0.09449003157
948	0.09446792006
949	0.09445975902
950	0.09445119888
951	0.09444268818
952	0.09443463682
953	0.09442121522
954	0.09437505531
955	0.0943672095
956	0.09435831984
957	0.09432778248
958	0.09431402625
959	0.09426996053
960	0.09421896708
961	0.09421112638
962	0.09416934518
963	0.09413434992
964	0.09408817104
965	0.09405202285
966	0.09403047718
967	0.0939952969
968	0.09398669897
969	0.09394858501
970	0.0939099851
971	0.09386416576
972	0.09383569615
973	0.09380644535
974	0.09377104563
975	0.09374185664
976	0.09373419287
977	0.09372614265
978	0.09371704766
979	0.09369871112
980	0.09369221548
981	0.09367266625
982	0.09363282796
983	0.09359717984
984	0.09355912673
985	0.09352096971
986	0.0935116057
987	0.09350375436
988	0.09346972866
989	0.09343081519
990	0.09339184564
991	0.09338362578
992	0.09333520376
993	0.09332789712
994	0.09332051313
995	0.09331282978
996	0.09330695985
997	0.09326915063
998	0.09323102068
999	0.09319304334
1000	0.09315518966
1001	0.09311936063
1002	0.09307776912
1003	0.09303708508
1004	0.09301305642
1005	0.09298066835
1006	0.09293939967
1007	0.09290962247
1008	0.09286931869
1009	0.09286209924
1010	0.09283024223
1011	0.09279418148
1012	0.09278700312
1013	0.09275093414
1014	0.09274379169
1015	0.09273487581
1016	0.09269938584
1017	0.09269341078
1018	0.092662819
1019	0.09261773834
1020	0.09260892099
1021	0.09260016487
1022	0.09256800046
1023	0.09255930397
1024	0.0925251404
1025	0.0924966992
1026	0.09248970452
1027	0.09244422963
1028	0.09240379113
1029	0.09236564548
1030	0.09235871866
1031	0.09235183522
1032	0.09233606799
1033	0.09230490681
1034	0.09226682826
1035	0.09223960434
1036	0.09220834887
1037	0.09217544131
1038	0.0921377222
1039	0.09210338624
1040	0.09209634759
1041	0.09208957434
1042	0.09207524614
1043	0.09204676971
1044	0.09201374877
1045	0.0919812301
1046	0.09197289443
1047	0.09194228143
1048	0.09193584959
1049	0.09192916183
1050	0.09191364262
1051	0.09188852303
1052	0.09185753219
1053	0.09185089753
1054	0.09181045099
1055	0.09180354912
1056	0.09176897853
1057	0.09173547005
1058	0.09172861951
1059	0.09170184365
1060	0.09169334081
1061	0.09166483716
1062	0.09163581855
1063	0.09160436248
1064	0.09159195936
1065	0.09155953099
1066	0.09152893359
1067	0.09150076551
1068	0.09146707326
1069	0.09146060475
1070	0.09142735349
1071	0.0913932538
1072	0.09137237364
1073	0.09134999769
1074	0.09131535064
1075	0.09130895016
1076	0.09130230878
1077	0.09127318891
1078	0.0912445135
1079	0.09122906012
1080	0.09122380551
1081	0.09119090226
1082	0.09115708232
1083	0.09112421252
1084	0.09110207526
1085	0.0910960225
1086	0.09108948024
1087	0.09104910661
1088	0.09104284337
1089	0.09100122335
1090	0.09097687368
1091	0.09095132209
1092	0.0909324373
1093	0.0909003417
1094	0.09087720482
1095	0.09087076074
1096	0.0908303459
1097	0.09081598911
1098	0.09080836047
1099	0.09080221694
1100	0.09077166882
1101	0.0907400498
1102	0.09071111806
1103	0.09068163881
1104	0.09065655645
1105	0.09062625817
1106	0.09059046315
1107	0.09058435855
1108	0.09057807871
1109	0.0905486163
1110	0.09051241404
1111	0.09050618741
1112	0.09046043735
1113	0.09042684509
1114	0.09041947496
1115	0.09040137684
1116	0.09035747778
1117	0.0903518258
1118	0.09033082206
1119	0.09030451528
1120	0.09027821572
1121	0.09024812649
1122	0.09020753
1123	0.09017972209
1124	0.09015539171
1125	0.09013534652
1126	0.09010567112
1127	0.09007434533
1128	0.09004438747
1129	0.09001195491
1130	0.089981455
1131	0.08996276999
1132	0.08995219471
1133	0.08991886935
1134	0.08988589544
1135	0.08985620603
1136	0.08982393573
1137	0.08979437809
1138	0.0897752502
1139	0.08976685833
1140	0.08973504
1141	0.08969380004
1142	0.08966839711
1143	0.08966242631
1144	0.08963611293
1145	0.08960882342
1146	0.08958217356
1147	0.08956262141
1148	0.0895566994
1149	0.08953098894
1150	0.08952510847
1151	0.08950663573
1152	0.08948194837
1153	0.08945601754
1154	0.08943482743
1155	0.08940106604
1156	0.08937326698
1157	0.08934907191
1158	0.0893263215
1159	0.08930075613
1160	0.08927660715
1161	0.08926052604
1162	0.08923383745
1163	0.08922186173
1164	0.0891991302
1165	0.08917547495
1166	0.08914558744
1167	0.08913983754
1168	0.08912653821
1169	0.08910144104
1170	0.08909206873
1171	0.08906952978
1172	0.08906151774
1173	0.08903347708
1174	0.0890055605
1175	0.08899337246
1176	0.08897116789
1177	0.0889609194
1178	0.08895131577
1179	0.0889220024
1180	0.08891642282
1181	0.08890131576
1182	0.08887590693
1183	0.08886383053
1184	0.088835424
1185	0.08880944073
1186	0.08879667006
1187	0.08877142613
1188	0.08874677227
1189	0.08871746811
1190	0.08868997404
1191	0.08868452684
1192	0.08865786607
1193	0.08864685976
1194	0.08862480359
1195	0.088594128
1196	0.08858875205
1197	0.08858340724
1198	0.08857313345
1199	0.08855186744
1200	0.08852894659
1201	0.08849697746
1202	0.08848339619
1203	0.08845750106
1204	0.08842654134
1205	0.08839874772
1206	0.08837173212
1207	0.08836230911
1208	0.08834761249
1209	0.08832756651
1210	0.08830536335
1211	0.08827377443
1212	0.08824100924
1213	0.088213101
1214	0.0881820352
1215	0.08815629133
1216	0.08815107355
1217	0.08812321875
1218	0.08810923954
1219	0.08808497167
1220	0.088057541
1221	0.0880334521
1222	0.08800421537
1223	0.08797583651
1224	0.087950309
1225	0.08791885456
1226	0.08791369882
1227	0.08789003684
1228	0.08786396099
1229	0.08784881659
1230	0.08783781765
1231	0.0878241509
1232	0.08779581968
1233	0.08776906042
1234	0.08773611807
1235	0.08770977568
1236	0.08768852379
1237	0.0876774519
1238	0.08765390733
1239	0.08763252625
1240	0.08762748156
1241	0.0876008492
1242	0.08759354913
1243	0.08758414978
1244	0.08757915452
1245	0.08755294467
1246	0.08752708207
1247	0.08752112956
1248	0.08749561982
1249	0.08747260345
1250	0.08746068981
1251	0.0874558821
1252	0.08744322399
1253	0.08741418772
1254	0.0873893485
1255	0.08736161926
1256	0.08732494412
1257	0.08731488566
1258	0.08729088487
1259	0.08727967812
1260	0.08725896923
1261	0.08723527838
1262	0.08720551775
1263	0.08718025012
1264	0.08715746577
1265	0.08713253373
1266	0.08712300239
1267	0.08709702495
1268	0.08707829272
1269	0.08705157307
1270	0.08703918447
1271	0.08702065664
1272	0.08699376474
1273	0.08698590109
1274	0.08698014997
1275	0.08695115609
1276	0.08693289388
1277	0.08692813282
1278	0.08690460288
1279	0.08689689939
1280	0.08686873143
1281	0.08684696746
1282	0.08682542179
1283	0.08681239974
1284	0.08678510178
1285	0.08675695302
1286	0.08673169899
1287	0.08671954277
1288	0.08669287943
1289	0.08665733024
1290	0.08663317095
1291	0.08660965311
1292	0.08659814278
1293	0.08658678915
1294	0.08655715882
1295	0.08654595915
1296	0.08651918908
1297	0.08649049175
1298	0.08645897263
1299	0.08644233434
1300	0.08641598641
1301	0.0864113176
1302	0.08640109031
1303	0.08639227358
1304	0.08637852905
1305	0.0863536081
1306	0.08633200864
1307	0.08631434377
1308	0.08630539029
1309	0.08629996585
1310	0.08629266006
1311	0.0862718978
1312	0.08626046728
1313	0.08623903064
1314	0.08621633607
1315	0.08618470913
1316	0.08615824564
1317	0.08614180328
1318	0.08611017435
1319	0.0860858348
1320	0.08608053074
1321	0.08607603324
1322	0.08607078648
1323	0.0860584309
1324	0.08605234352
1325	0.08603150987
1326	0.08600042128
1327	0.08598194747
1328	0.08595270175
1329	0.08591415939
1330	0.08589363581
1331	0.08587131889
1332	0.08586084017
1333	0.08583839023
1334	0.08582966108
1335	0.08582239322
1336	0.08580377978
1337	0.08578737472
1338	0.08578297356
1339	0.08574839183
1340	0.08572457702
1341	0.08570964091
1342	0.08569115548
1343	0.08566420431
1344	0.08564267113
1345	0.08562782705
1346	0.08559835377
1347	0.0855758115
1348	0.08554714546
1349	0.08552403415
1350	0.08550434581
1351	0.08547881876
1352	0.08545977324
1353	0.08545474545
1354	0.08543883679
1355	0.08541795011
1356	0.08539721755
1357	0.08539087902
1358	0.08537807307
1359	0.0853593564
1360	0.08535424926
1361	0.08532607737
1362	0.08530863571
1363	0.08530136537
1364	0.08528206405
1365	0.085274884
1366	0.08525612042
1367	0.0852244473
1368	0.08521735969
1369	0.08519238972
1370	0.08518100007
1371	0.0851541433
1372	0.08514049675
1373	0.08511848326
1374	0.08509632968
1375	0.08507731732
1376	0.08504722931
1377	0.08504235656
1378	0.08502575969
1379	0.08502104175
1380	0.0849873153
1381	0.08495915484
1382	0.08492994796
1383	0.08492577845
1384	0.08491780091
1385	0.08491139725
1386	0.08488047621
1387	0.08486047875
1388	0.08484300106
1389	0.08483095033
1390	0.08480426818
1391	0.0847996755
1392	0.08478102565
1393	0.08475628016
1394	0.08474015654
1395	0.08472983837
1396	0.08471063394
1397	0.08470518683
1398	0.08467810972
1399	0.08465242073
1400	0.08462816405
1401	0.08462157977
1402	0.08460384715
1403	0.08458502016
1404	0.0845804903
1405	0.08455654789
1406	0.08453403722
1407	0.08450843918
1408	0.08448913614
1409	0.08448261671
1410	0.08446203207
1411	0.08443529009
1412	0.0844136222
1413	0.08439766664
1414	0.08437466154
1415	0.08434432938
1416	0.08431333205
1417	0.08428500965
1418	0.08427026814
1419	0.08425502002
1420	0.08423802777
1421	0.08420989348
1422	0.08419591913
1423	0.08416157075
1424	0.08414456509
1425	0.08411548374
1426	0.08411147989
1427	0.08410707474
1428	0.08408365592
1429	0.08405543458
1430	0.08405107467
1431	0.08403553415
1432	0.08401280095
1433	0.08399202304
1434	0.08397736424
1435	0.08395696383
1436	0.08395265863
1437	0.08392757987
1438	0.08390770304
1439	0.08390344063
1440	0.08388670209
1441	0.08387330471
1442	0.08385884575
1443	0.08383767904
1444	0.08381504327
1445	0.08379957478
1446	0.08377307296
1447	0.0837409559
1448	0.08371880137
1449	0.08370130289
1450	0.08368942925
1451	0.08368406438
1452	0.08367727045
1453	0.08366105848
1454	0.08364121692
1455	0.08362149438
1456	0.08359910099
1457	0.08357052022
1458	0.08354761308
1459	0.0835437754
1460	0.08351794574
1461	0.08349884382
1462	0.0834849552
1463	0.08347045749
1464	0.08344237404
1465	0.0834149624
1466	0.08339025249
1467	0.0833705904
1468	0.08336252985
1469	0.08334017449
1470	0.08333323268
1471	0.08331022298
1472	0.08330694696
1473	0.08329332164
1474	0.08326523513
1475	0.08324870947
1476	0.08324270059
1477	0.08323894393
1478	0.08322062222
1479	0.0831934649
1480	0.08318792019
1481	0.08316962258
1482	0.083145171
1483	0.08312696692
1484	0.08310133893
1485	0.0830812863
1486	0.08306963753
1487	0.08304220814
1488	0.08302805369
1489	0.08300962341
1490	0.08299284753
1491	0.08299004123
1492	0.08298637082
1493	0.08296529843
1494	0.08294519671
1495	0.08292709704
1496	0.08291073141
1497	0.08290201602
1498	0.08287898129
1499	0.08285998568
1500	0.08284694817
1501	0.08282410155
1502	0.08280537731
1503	0.08278241508
1504	0.08276444419
1505	0.08273992725
1506	0.08272338526
